chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
100.0,75.0,441302,0,0,-3,3,0,2,0.0,0.4,0,Ian,0.5,45,False,,2024-11-14T10:00:07.838636Z,47,441302.jpg,0.9,Maatsen,1.5,False,,a,2,7,9,65540,24,279271,447,0.1,1.9,Maatsen,152.0,221,0,0,0,5,0,0,0,1,0,0,0,34,38.4,94.7,18.0,15.1,1,0.07,0.73,0.80,3.73,324,115,145,31,282,87,269,89,,,,,,,0.03,0.0,0.3,0.33,1.52,2.04,339,45,310,103,422,138,170,65,0.41,0.0
0.0,0.0,462381,0,0,0,0,0,1,0.0,0.0,0,Filip,0.0,46,False,Has joined MK Dons for the rest of the season,2024-07-18T09:50:40.812599Z,40,462381.jpg,0.0,Marschall,0.0,False,,u,2,7,0,0,0,58,0,0.0,0.0,Marschall,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,488,52,473,34,435,25,491,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,631,63,421,45,495,52,674,71,0.0,0.0
,,98980,0,0,0,0,0,1,1.0,1.5,2,Emiliano,1.5,47,False,,,50,98980.jpg,2.8,Martínez Romero,13.2,False,,a,2,7,34,800168,666,829105,3196,0.3,6.8,Martinez,10.0,1080,0,0,1,19,0,1,0,1,0,31,2,136,244.0,0.0,0.0,24.5,12,0.00,0.00,0.00,14.71,52,13,641,68,637,66,205,14,,,,,,,0.0,2.58,0.0,0.0,1.23,1.58,189,8,201,20,144,22,29,3,1.0,0.08
100.0,100.0,122806,0,0,-3,3,0,3,2.0,2.5,5,John,2.5,48,False,,2024-09-21T20:30:05.276348Z,52,122806.jpg,2.0,McGinn,0.8,False,,a,2,7,20,58180,280,203198,111,0.5,3.8,McGinn,243.0,619,0,1,2,11,0,0,0,2,0,0,0,86,31.6,93.7,50.0,17.7,8,1.05,1.10,2.15,8.35,332,154,147,101,197,115,252,124,,,,,,,0.15,0.0,0.16,0.31,1.21,1.6,164,99,111,47,233,105,225,74,1.16,0.29
100.0,100.0,149484,0,0,-1,1,0,2,-0.5,0.0,0,Tyrone,0.0,49,False,,2024-08-05T15:00:04.309727Z,44,149484.jpg,0.0,Mings,0.1,False,,a,2,7,0,5632,106,6754,39,0.0,0.0,Mings,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,538,206,529,205,504,199,541,206,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,486,95,491,199,546,204,461,166,0.0,0.0
,,578545,0,0,0,0,0,2,-0.5,0.0,0,Kosta,0.0,50,False,,,40,578545.jpg,1.0,Nedeljković,1.1,False,,a,2,7,3,237806,39,181346,248,0.0,0.8,Nedeljkovic,190.0,93,0,0,0,2,0,0,0,0,0,0,0,13,22.2,6.3,0.0,2.9,0,0.00,0.02,0.02,1.84,348,122,362,118,466,177,383,127,,,,,,,0.0,0.0,0.02,0.02,1.78,1.94,663,209,452,174,362,123,197,76,0.0,0.0
100.0,100.0,111782,0,0,0,0,0,1,-0.5,0.0,0,Robin,0.0,51,False,,2024-10-18T16:30:05.894923Z,45,111782.jpg,0.0,Olsen,0.1,False,,a,2,7,0,4397,12,7765,9,0.0,0.0,Olsen,206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,556,70,553,62,531,55,559,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,362,14,515,69,564,70,437,62,0.0,0.0
100.0,75.0,244954,0,0,0,0,0,2,0.5,0.8,1,Pau,1.0,52,False,,2024-11-13T15:00:07.856081Z,45,244954.jpg,1.7,Torres,1.6,False,,a,2,7,20,205215,96,195358,722,0.2,4.4,Pau,200.0,1080,0,0,1,19,0,0,0,1,0,0,0,108,149.2,41.9,33.0,22.4,12,0.17,0.26,0.43,14.71,147,59,245,72,229,65,218,65,,,,,,,0.01,0.0,0.02,0.03,1.23,1.58,388,74,234,79,277,92,164,61,1.0,0.08
0.0,0.0,232653,0,0,-1,1,0,3,0.0,0.0,0,Jacob,1.0,53,False,Hamstring injury - Expected back 01 Dec,2024-11-10T23:00:07.265497Z,54,232653.jpg,2.2,Ramsey,0.3,False,,i,2,7,22,43395,6,54086,234,0.2,4.1,Ramsey,241.0,632,0,2,0,14,0,0,0,1,0,0,0,118,99.4,122.1,113.0,33.7,7,0.69,1.17,1.86,9.42,216,89,110,81,96,61,137,80,,,,,,,0.1,0.0,0.17,0.27,1.34,1.99,136,79,253,119,211,95,322,108,1.0,0.0
100.0,100.0,244850,0,0,4,-4,1,3,2.7,3.2,2,Morgan,3.2,54,False,,2024-11-04T00:00:07.298201Z,54,244850.jpg,3.9,Rogers,22.5,False,,a,2,7,47,2579094,5255,1088601,6513,0.6,8.7,Rogers,241.0,980,3,2,1,14,0,0,0,3,0,0,5,147,211.0,203.7,216.0,63.3,12,2.69,1.52,4.21,12.24,71,23,42,36,35,20,40,27,,,,,,,0.25,0.0,0.14,0.39,1.12,1.29,138,81,67,29,54,23,14,7,1.1,0.09
0.0,0.0,248164,0,0,0,0,0,1,0.0,0.0,0,Viljami,0.0,55,False,Permanent transfer to Celtic,2024-07-18T09:43:21.242291Z,40,248164.jpg,0.0,Sinisalo,0.0,False,,u,2,7,0,0,0,61,0,0.0,0.0,Sinisalo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,479,47,463,28,425,19,482,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,620,57,410,39,486,47,676,72,0.0,0.0
0.0,0.0,514315,0,0,0,0,0,2,0.0,0.0,0,Lino,0.0,56,False,Loaned to  Bristol Rovers,2024-08-16T11:50:34.812830Z,40,514315.jpg,0.0,da Cruz Sousa,0.1,False,,u,2,7,0,0,0,17031,10,0.0,0.0,Sousa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,504,181,489,180,452,164,507,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,649,196,438,161,512,179,482,177,0.0,0.0
,,166989,0,0,0,0,0,3,1.3,1.8,3,Youri,1.8,57,False,,,55,166989.jpg,3.1,Tielemans,1.4,False,,a,2,7,37,206525,485,167991,542,0.3,6.7,Tielemans,21.0,1063,0,4,1,18,0,0,1,3,0,0,5,243,246.8,384.7,59.0,69.0,12,1.33,2.58,3.91,14.50,49,16,5,5,176,106,30,22,1.0,,,,1.0,,0.11,0.0,0.22,0.33,1.23,1.52,112,68,193,87,110,47,182,55,1.02,0.08
100.0,100.0,178301,0,0,0,0,2,4,2.5,3.0,6,Ollie,3.0,58,False,,2024-09-04T10:00:05.026467Z,90,178301.jpg,5.1,Watkins,22.5,False,,a,2,7,61,2061171,2477,3253069,7944,0.3,6.8,Watkins,241.0,930,6,2,4,14,0,0,0,0,0,0,7,206,214.6,109.2,355.0,66.8,12,6.43,0.59,7.02,11.40,70,11,127,10,8,4,34,8,,,,,2.0,,0.62,0.0,0.06,0.68,1.1,1.35,8,2,86,17,18,9,13,3,1.16,0.39
0.0,0.0,449871,0,0,-1,1,0,3,0.0,0.0,0,Amadou,1.0,233,False,Foot injury - Expected back 01 Dec,2024-11-21T08:30:08.977638Z,49,449871.jpg,3.1,Onana,4.4,False,,i,2,7,31,1419881,20,1219911,6612,0.2,6.3,Onana,21.0,704,2,0,1,13,0,0,0,3,0,0,5,146,178.8,68.9,168.0,41.7,10,1.58,0.19,1.77,10.99,106,37,177,113,58,36,96,58,,,,,,,0.2,0.0,0.02,0.22,1.4,1.66,278,183,244,112,104,42,77,22,1.28,0.13
100.0,100.0,481624,0,0,-2,2,0,3,0.3,0.8,1,Jaden,0.8,569,False,,2024-10-19T16:30:07.135033Z,53,481624.jpg,0.8,Philogene,0.0,False,,a,2,7,6,2255,21,7365,2,0.2,1.1,Jaden,241.0,204,0,0,1,3,0,0,0,1,1,0,0,9,7.2,5.3,26.0,3.1,1,0.40,0.05,0.45,3.42,406,198,366,200,248,139,380,187,,,,,,,0.18,0.0,0.02,0.2,1.51,1.32,156,92,288,140,435,217,523,205,0.44,0.44
,,515597,0,0,0,0,0,2,-0.5,0.0,0,Lamare,0.0,598,False,,,40,515597.jpg,0.7,Bogarde,0.3,False,,a,2,7,2,49330,34,34199,60,0.0,0.5,Bogarde,152.0,213,0,0,0,5,0,0,0,1,0,0,0,6,28.8,15.5,0.0,4.4,3,0.00,0.12,0.12,2.16,336,120,314,99,454,166,365,120,,,,,,,0.0,0.0,0.05,0.05,0.91,2.11,651,198,440,163,437,144,302,113,1.27,0.0
,,514287,0,0,0,0,0,2,-0.5,0.0,0,Sil,0.0,640,False,,,40,514287.jpg,0.0,Swinkels,0.1,False,,a,2,7,0,6631,7,3845,14,0.0,0.0,Swinkels,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,503,180,488,179,451,163,506,180,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,648,195,437,160,511,178,478,174,0.0,0.0
,,516159,0,0,0,0,0,1,-0.5,0.0,0,Oliwier,0.0,641,False,,,40,516159.jpg,0.0,Zych,0.7,False,,a,2,7,0,77910,36,23749,103,0.0,0.0,Zych,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,506,60,491,42,455,33,509,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,652,71,441,53,514,60,230,31,0.0,0.0
,,537403,0,0,0,0,0,3,-0.5,0.0,0,Kadan,0.0,656,False,,,45,537403.jpg,0.0,Young,0.2,False,,a,2,7,0,41643,89,23522,112,0.0,0.0,Young,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,606,266,605,271,587,262,609,269,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451,278,570,236,614,272,335,113,0.0,0.0
,,232980,0,0,-2,2,0,2,0.2,0.2,1,Max,0.2,59,False,,,43,232980.jpg,1.0,Aarons,0.2,False,,a,3,91,1,7673,18,18082,13,0.0,0.2,Aarons,241.0,15,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0.00,0.01,0.01,0.03,530,201,520,200,492,192,533,201,,,,,,,0.0,0.0,0.06,0.06,0.18,0.0,557,139,336,115,367,128,386,139,0.0,0.0
100.0,100.0,200785,0,0,-1,1,0,3,1.2,1.2,2,Tyler,1.2,60,False,,2024-07-21T20:00:04.554690Z,49,200785.jpg,1.2,Adams,0.0,False,,a,3,91,5,1699,46,1259,11,0.2,1.0,Adams,229.0,163,0,0,0,6,0,0,0,1,0,0,0,37,29.4,24.2,4.0,5.8,2,0.03,0.04,0.07,2.83,335,156,285,165,356,195,346,171,,,,,,,0.02,0.0,0.02,0.04,1.56,3.31,261,169,216,100,341,167,607,262,1.1,0.0
0.0,0.0,444180,0,0,0,0,0,3,0.0,0.0,0,Jaidon,0.0,61,False,Season long loan to Burnley,2024-08-30T09:46:29.420148Z,45,444180.jpg,0.0,Anthony,0.1,False,,u,3,91,0,8381,0,41916,25,0.0,0.0,Anthony,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,570,236,568,241,547,231,573,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,395,237,530,203,578,242,413,147,0.0,0.0
100.0,100.0,111317,0,0,-1,1,0,3,2.2,2.2,6,David,2.2,62,False,,2024-08-12T14:30:04.440536Z,49,111317.jpg,2.0,Brooks,0.0,False,,a,3,91,10,1414,12,1560,3,0.4,2.0,Brooks,244.0,59,1,0,0,1,0,0,0,0,0,0,0,44,10.6,16.1,6.0,3.2,0,0.19,0.58,0.77,1.42,386,186,310,179,342,186,378,185,,,,,,,0.29,0.0,0.88,1.17,2.17,1.53,249,159,127,53,231,103,619,271,0.0,0.0
100.0,0.0,158499,0,0,-1,1,0,3,1.2,0.0,0,Ryan,1.2,63,False,,2024-11-09T20:00:07.258668Z,49,158499.jpg,2.1,Christie,0.1,False,,a,3,91,23,17011,19,26431,74,0.2,4.7,Christie,243.0,700,1,0,3,11,0,0,0,5,0,0,0,138,139.8,149.6,75.0,36.6,9,0.47,0.82,1.29,9.56,160,60,79,60,147,92,117,72,4.0,,,,,,0.06,0.0,0.11,0.17,1.23,1.41,254,162,214,98,214,97,407,145,1.16,0.39
,,155408,0,0,0,0,0,3,2.5,2.5,1,Lewis,2.5,64,False,,,50,155408.jpg,3.1,Cook,0.3,False,,a,3,91,37,45432,161,24586,177,0.5,7.4,Cook,241.0,1073,1,3,1,17,0,0,0,4,0,0,2,208,251.0,252.8,64.0,56.8,12,0.46,1.78,2.24,15.32,43,13,28,24,164,100,46,33,1.0,,,,,,0.04,0.0,0.15,0.19,1.28,1.43,193,120,109,46,106,44,304,100,1.01,0.08
100.0,100.0,168636,0,0,-1,1,0,4,1.8,1.8,4,Enes,1.8,65,False,,2024-08-12T14:30:04.450058Z,54,168636.jpg,1.3,Ünal,0.0,False,,a,3,91,12,7885,27,7761,35,0.3,2.2,Enes Ünal,219.0,157,0,1,1,2,0,0,0,1,0,0,0,28,12.2,27.3,57.0,9.1,1,0.92,0.12,1.04,3.46,380,36,275,30,182,34,318,34,,,4.0,,,,0.53,0.0,0.07,0.6,1.98,1.15,130,38,191,27,332,35,514,66,0.57,0.57
0.0,0.0,441240,0,0,0,0,0,3,0.0,0.0,0,Romain,0.0,66,False,Loaned to Brest,2024-08-20T12:15:06.505689Z,50,441240.jpg,0.0,Faivre,0.0,False,,u,3,91,0,23,0,1402,0,0.0,0.0,Faivre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,649,294,647,295,644,293,650,295,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,220,140,634,282,651,295,646,288,0.0,0.0
0.0,0.0,424044,0,0,0,0,0,3,0.0,0.0,0,Hamed,0.0,67,False,Season long loan to A.J.Auxerre,2024-08-29T11:07:43.785266Z,45,424044.jpg,0.0,Traorè,0.1,False,,u,3,91,0,3525,0,17692,6,0.0,0.0,H.Traorè,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,569,235,567,240,546,230,572,238,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,391,236,529,202,577,241,490,184,0.0,0.0
,,463981,0,0,0,0,0,2,0.0,0.0,0,James,0.0,68,False,,,40,463981.jpg,0.0,Hill,0.3,False,,a,3,91,0,19035,27,25752,47,0.0,0.0,Hill,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,491,173,476,172,438,155,494,173,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,634,186,424,152,498,170,294,112,0.0,0.0
0.0,0.0,523700,0,0,0,0,0,4,0.0,0.0,0,Daniel,0.0,69,False,Loaned to Watford,2024-08-31T06:32:40.630710Z,45,523700.jpg,1.0,Jebbison,1.3,False,,u,3,91,2,380085,0,444918,886,0.0,0.4,Jebbison,,26,0,0,0,0,0,0,0,0,0,0,0,7,3.2,10.6,2.0,1.6,0,0.00,0.00,0.00,0.34,428,42,337,37,373,43,413,43,,,,,,,0.0,0.0,0.0,0.0,1.18,0.0,443,69,562,49,381,38,185,34,0.0,0.0
100.0,75.0,544877,0,0,-1,1,1,2,3.5,2.6,1,Milos,3.5,70,False,,2024-11-21T08:30:08.632085Z,44,544877.jpg,2.6,Kerkez,1.6,False,,a,3,91,31,183900,862,71622,779,0.8,7.0,Kerkez,98.0,1007,0,2,1,17,0,0,0,2,0,0,3,136,177.0,163.8,43.0,38.5,12,0.18,1.03,1.21,15.26,110,41,63,12,209,53,109,23,,,,,,,0.02,0.0,0.09,0.11,1.36,1.52,524,118,51,13,157,45,168,63,1.07,0.09
,,222683,0,0,-2,2,1,3,3.5,3.5,2,Justin,3.5,71,False,,,53,222683.jpg,3.1,Kluivert,0.8,False,,a,3,91,37,87641,675,50190,497,0.7,7.0,Kluivert,152.0,696,2,2,4,11,0,0,0,4,0,0,2,117,153.8,160.0,213.0,52.7,9,2.22,0.92,3.14,9.57,140,48,64,51,38,22,57,37,,,,,1.0,,0.29,0.0,0.12,0.41,1.24,1.42,155,91,56,22,109,46,223,72,1.16,0.52
0.0,0.0,223911,0,0,-1,1,0,2,0.0,0.0,0,Chris,0.0,72,False,On loan to Sunderland for the season,2024-09-01T09:10:00.945219Z,44,223911.jpg,0.0,Mepham,0.0,False,,u,3,91,0,287,0,5839,6,0.0,0.0,Mepham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,542,210,535,209,509,203,545,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,502,108,498,204,550,208,563,195,0.0,0.0
100.0,75.0,533463,0,0,0,0,0,3,0.8,0.6,1,Dango,0.8,74,False,,2024-11-01T16:30:07.369192Z,50,533463.jpg,2.6,Ouattara,0.0,False,,a,3,91,23,3075,1,4322,8,0.2,4.6,O.Dango,35.0,437,1,1,1,4,0,0,0,0,0,0,1,104,115.4,77.5,108.0,30.2,4,1.66,1.03,2.69,5.93,190,73,162,106,101,65,167,91,,,,,,,0.34,0.0,0.21,0.55,1.22,0.82,234,150,284,137,160,68,578,241,0.82,0.21
0.0,0.0,495145,0,0,0,0,0,1,0.0,0.0,0,Alex,0.0,75,False,Loaned to Auckland FC,2024-08-10T12:14:13.050842Z,40,495145.jpg,0.0,Paulsen,0.0,False,,u,3,91,0,0,0,2219,5,0.0,0.0,Paulsen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,497,58,482,40,444,31,500,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,641,69,430,51,504,58,569,69,0.0,0.0
100.0,100.0,168991,0,0,-2,2,0,3,0.0,0.0,0,Philip,0.0,76,False,,2024-08-29T09:30:04.570455Z,48,168991.jpg,1.0,Billing,0.0,False,,a,3,91,2,4353,9,7720,17,0.0,0.4,Philip,58.0,21,0,0,0,1,0,0,0,0,0,0,0,5,5.2,4.7,4.0,1.4,0,0.00,0.09,0.09,0.58,412,202,369,201,354,194,420,207,,,3.0,,,,0.0,0.0,0.39,0.39,2.49,4.29,300,200,598,256,395,195,513,199,0.0,0.0
0.0,0.0,503139,0,0,-2,2,0,3,0.0,0.0,0,Alex,0.0,77,False,Knee injury - Unknown return date,2024-10-25T09:00:05.962917Z,48,503139.jpg,1.4,Scott,0.0,False,,i,3,91,11,2230,1,5302,10,0.0,2.3,Scott,241.0,258,0,0,1,3,0,0,0,0,0,0,0,54,71.0,65.5,21.0,15.8,2,0.12,0.17,0.29,3.67,260,115,186,116,266,148,265,129,,,,,,,0.04,0.0,0.06,0.1,1.28,1.05,329,216,607,261,321,154,553,223,0.7,0.35
0.0,75.0,437730,0,0,2,-2,1,3,0.0,2.6,1,Antoine,3.5,78,False,Suspended until 05 Dec,2024-11-13T14:00:07.717891Z,57,437730.jpg,3.9,Semenyo,9.8,False,,s,3,91,47,1922495,1625,1058580,11923,0.6,8.2,Semenyo,81.0,1057,4,1,1,17,0,0,0,5,0,0,4,193,247.2,190.5,395.0,82.9,12,3.89,1.97,5.86,15.17,48,15,52,44,4,3,12,9,,,,,,,0.33,0.0,0.17,0.5,1.29,1.45,97,61,58,24,56,24,47,11,1.02,0.09
,,221466,0,0,-2,2,1,2,1.2,1.2,1,Marcos,1.2,79,False,,,48,221466.jpg,2.0,Senesi,0.8,False,,a,3,91,20,58792,205,85321,173,0.3,4.2,Senesi,10.0,836,0,0,1,13,0,0,0,4,0,0,3,75,197.0,67.0,27.0,29.3,10,0.81,0.44,1.25,11.58,83,26,179,44,244,70,174,47,,,,,,,0.09,0.0,0.05,0.14,1.25,1.4,309,35,212,67,229,74,228,85,1.08,0.11
0.0,0.0,224995,0,0,-1,1,1,3,0.0,0.0,0,Luis,0.0,80,False,Hamstring injury - Unknown return date,2024-10-25T09:00:05.974870Z,49,224995.jpg,2.4,Sinisterra,0.2,False,,i,3,91,19,68078,0,74684,114,0.0,3.9,Sinisterra,48.0,203,1,1,0,3,0,0,0,0,0,0,2,75,98.4,96.3,177.0,37.2,1,1.09,0.91,2.00,3.48,218,91,142,99,51,32,114,70,,,,,,,0.48,0.0,0.4,0.88,1.54,1.33,266,174,616,267,182,79,381,135,0.44,0.0
,,54469,0,0,0,0,0,2,1.0,1.0,1,Adam,1.0,81,False,,,45,54469.jpg,1.6,Smith,0.2,False,,a,3,91,19,17541,51,19135,35,0.2,4.2,Smith,241.0,678,0,0,1,10,0,0,0,3,0,0,0,51,73.8,49.0,6.0,12.9,7,0.60,0.05,0.65,8.59,252,93,228,63,340,115,284,95,,,,,,,0.08,0.0,0.01,0.09,1.14,1.33,355,55,233,78,293,98,366,131,0.93,0.13
,,201658,0,0,0,0,0,3,2.0,2.0,2,Marcus,2.0,83,False,,,55,201658.jpg,2.9,Tavernier,0.3,False,,a,3,91,35,70519,159,61100,141,0.4,6.4,Tavernier,241.0,891,1,2,2,13,0,0,0,2,0,0,2,144,189.4,332.6,213.0,73.5,10,2.55,1.75,4.30,11.88,93,31,11,9,39,23,19,15,2.0,,2.0,,,,0.26,0.0,0.18,0.44,1.2,1.31,115,71,168,74,137,55,293,94,1.01,0.2
,,229600,0,0,-1,1,0,1,2.0,2.0,0,Mark,2.0,84,False,,,44,229600.jpg,3.3,Travers,0.2,False,,a,3,91,10,10404,30,12508,44,0.5,2.3,Travers,104.0,270,0,0,0,3,0,0,0,0,0,12,1,38,94.6,0.0,0.0,9.4,3,0.00,0.01,0.01,4.15,221,24,537,59,511,51,315,24,,,,,,,0.0,4.0,0.0,0.0,1.38,1.0,506,25,153,16,85,13,387,57,1.0,0.0
,,477580,0,0,-1,1,0,2,1.2,1.2,1,Illia,1.2,85,False,,,44,477580.jpg,1.9,Zabarnyi,0.4,False,,a,3,91,23,31973,81,37995,62,0.3,5.2,Zabarnyi,225.0,1080,0,0,1,17,0,0,0,1,0,0,0,116,179.2,20.4,14.0,21.5,12,0.30,0.14,0.44,15.58,105,39,298,93,298,96,234,73,,,,,,,0.02,0.0,0.01,0.03,1.3,1.42,517,116,209,65,241,76,286,109,1.0,0.08
100.0,100.0,109745,0,0,0,0,0,1,0.8,0.8,1,Kepa,0.8,152,False,,2024-10-26T20:00:07.229572Z,45,109745.jpg,2.9,Arrizabalaga,0.6,False,,a,3,91,20,103790,144,84348,92,0.2,4.4,Arrizabalaga,200.0,630,0,0,1,12,0,0,0,0,0,24,0,75,159.6,10.0,0.0,16.9,7,0.00,0.00,0.00,8.52,129,18,346,4,530,54,256,17,,,,,,,0.0,3.43,0.0,0.0,1.22,1.71,360,13,273,21,131,20,237,33,1.0,0.14
,,554605,0,0,-2,2,0,2,0.8,0.8,1,Dean,0.8,580,False,,,43,554605.jpg,1.0,Huijsen,0.1,False,,a,3,91,6,3150,11,8190,9,0.2,1.4,Huijsen,200.0,242,0,0,0,4,0,0,0,1,0,0,0,31,53.4,41.8,16.0,11.2,2,0.34,0.04,0.38,4.63,292,103,246,73,288,91,294,98,,,,,,,0.13,0.0,0.01,0.14,1.72,1.49,569,149,268,88,369,130,457,164,0.74,0.0
0.0,0.0,436893,0,0,-1,1,0,2,0.0,0.0,0,Julián,0.2,592,False,Hamstring injury - Unknown return date,2024-11-21T11:30:08.788295Z,44,436893.jpg,1.0,Araujo Zúñiga,0.2,False,,i,3,91,8,10698,2,18208,129,0.0,1.8,J.Araujo,139.0,352,0,0,0,7,0,0,0,1,0,0,0,11,40.0,7.9,2.0,5.1,5,0.00,0.04,0.04,6.95,321,113,353,113,368,125,355,117,,,,,,,0.0,0.0,0.01,0.01,1.78,1.79,514,115,340,119,373,132,380,135,1.28,0.0
,,444172,0,0,0,0,0,1,0.0,0.0,0,Will,0.0,599,False,,,40,444172.jpg,0.0,Dennis,0.4,False,,a,3,91,0,31775,18,20397,43,0.0,0.0,Dennis,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,484,51,469,33,431,24,487,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,626,62,416,44,491,51,283,43,0.0,0.0
,,444102,0,0,0,0,0,4,6.2,6.2,2,Francisco Evanilson,6.2,617,False,,,60,444102.jpg,4.3,de Lima Barbosa,2.1,False,,a,3,91,47,321720,1254,116951,2679,1.0,7.8,Evanilson,30.0,796,4,1,4,13,0,0,1,0,0,0,9,171,168.4,88.1,232.0,48.7,10,4.55,0.61,5.16,10.00,119,16,153,16,32,14,66,15,,,,,2.0,,0.51,0.0,0.07,0.58,1.13,1.47,80,23,9,4,35,12,134,24,1.13,0.45
0.0,0.0,191866,0,0,-1,1,0,2,0.0,0.0,0,Kristoffer,0.0,86,False,Foot injury - Unknown return date,2024-10-26T20:00:07.058865Z,44,191866.jpg,0.9,Ajer,0.2,False,,i,4,94,7,30482,1,48164,159,0.0,1.6,Ajer,161.0,637,0,0,0,12,0,0,0,3,0,0,0,23,71.8,40.6,47.0,15.9,8,0.28,0.10,0.38,11.94,259,96,248,74,201,50,264,87,,,,,,,0.04,0.0,0.01,0.05,1.69,1.7,490,98,492,200,421,137,334,121,1.13,0.0
100.0,100.0,494041,0,0,0,0,0,3,0.0,0.0,0,Ethan,0.0,87,False,,2024-09-10T11:15:13.439596Z,45,494041.jpg,0.0,Brierley,0.1,False,,a,4,94,0,8892,14,9672,19,0.0,0.0,Brierley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,590,251,589,256,570,246,593,254,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,427,256,552,220,598,257,460,169,0.0,0.0
,,432830,0,0,0,0,1,2,2.2,2.2,6,Nathan,2.2,88,False,,,45,432830.jpg,2.9,Collins,2.3,False,,a,4,94,35,343289,792,173473,266,0.5,7.8,Collins,104.0,1080,1,3,1,22,0,0,0,1,0,0,1,150,354.0,45.6,166.0,56.6,12,1.73,0.63,2.36,20.88,7,1,237,66,60,4,47,4,,,,,,,0.14,0.0,0.05,0.19,1.74,1.83,392,75,124,40,132,37,128,48,1.0,0.08
